GEOID,Centroid_X,Centroid_Y,minx,miny,maxx,maxy,MEDIAN_INCOME
15000US420030709004,-79.9436226978,40.452551391,-79.9463900001,40.4504539996,-79.9409480001,40.4545660003,27944.0
15000US420039805001,-79.9421560743,40.4343451396,-79.9498909997,40.4284740004,-79.9322669999,40.441492,
15000US420035619001,-79.8940155642,40.4729084266,-79.8992489998,40.4687489997,-79.8870809999,40.4759200003,24479.0
15000US420032614003,-80.0114592477,40.4679547737,-80.0145779997,40.4636750004,-80.0083340004,40.4710060003,20242.0
15000US420031920002,-80.0253550573,40.4016213903,-80.02812,40.3983099997,-80.0206479999,40.4049150003,45938.0
15000US420031517006,-79.9318637558,40.4254083383,-79.9358270004,40.4227449997,-79.928563,40.4274449997,38829.0
15000US420031414002,-79.9207305607,40.4243850507,-79.9262850002,40.4228550003,-79.9149449997,40.4260160003,99053.0
15000US420035631003,-80.0344833019,40.4270775125,-80.040698,40.4200290003,-80.0280339997,40.4339140003,41346.0
15000US420031920001,-80.0217044716,40.4058571959,-80.0275220003,40.4026340004,-80.0177799998,40.4092050003,24779.0
15000US420030201004,-79.9892106547,40.4406765064,-79.9938990002,40.4385419997,-79.984963,40.4440500001,49611.0
15000US420031414001,-79.9228256945,40.4214399096,-79.926263,40.4178660004,-79.917507,40.4238769997,88346.0
15000US420031018001,-79.933644551,40.4829410033,-79.9402169996,40.4752170003,-79.9292569996,40.4876820004,65991.0
15000US420031920003,-80.0313200051,40.4053130223,-80.0366969999,40.4007849996,-80.0245419996,40.409433,51473.0
15000US420032412002,-79.9915241094,40.4600532411,-79.9954830004,40.4574480001,-79.9873650002,40.4624879996,40865.0
15000US420032503001,-80.0120309548,40.4584887758,-80.0164200001,40.4562339999,-80.0073550002,40.4612170004,45208.0
15000US420032507001,-80.0218631556,40.4599410894,-80.0307760002,40.4551999999,-80.0153480001,40.463783,19306.0
15000US420032509002,-80.0039408495,40.4641564863,-80.0100519996,40.4599850002,-79.9997660001,40.468444,22411.0
15000US420032107002,-80.0264641834,40.45787073,-80.0314899999,40.4546159999,-80.0204030003,40.462125,43409.0
15000US420032901002,-79.9925055964,40.3969163837,-79.9998480003,40.3943169999,-79.9873830001,40.4001530002,34145.0
15000US420032901003,-79.9901617664,40.3936851965,-79.995765,40.3912149999,-79.9863740004,40.3962239997,34647.0
15000US420032902001,-79.9817032752,40.4021310624,-79.9870140002,40.3964680002,-79.9758919999,40.4078400003,38657.0
15000US420032902002,-79.9826479261,40.3927804569,-79.9866060003,40.3873250003,-79.9786480002,40.3982919998,21389.0
15000US420032902003,-79.9842495695,40.3951867727,-79.9876659997,40.3928669996,-79.9802949997,40.3972290002,33375.0
15000US420032902004,-79.9865844086,40.3995328197,-79.9892449997,40.3965789999,-79.9830049997,40.4017849999,31563.0
15000US420033206002,-80.0036537962,40.3926831894,-80.0113100001,40.3881929999,-79.9972199996,40.396853,48793.0
15000US420033207001,-80.0009367658,40.3857359602,-80.0077670003,40.3796990003,-79.99481,40.3929909999,50924.0
15000US420033207002,-79.9993597829,40.3783523616,-80.0067080001,40.3739759999,-79.9928810001,40.3837500001,36006.0
15000US420031411001,-79.904943534,40.4206853154,-79.916414,40.4148960002,-79.8910060001,40.4278880003,58409.0
15000US420030103001,-79.9848132566,40.4343661721,-79.9965720003,40.4322089999,-79.9728069997,40.4368629996,
15000US420030201001,-80.0067260661,40.4396324084,-80.0162900004,40.4345659998,-79.9982130004,40.4440890001,131563.0
15000US420030201002,-80.0042498061,40.4434727794,-80.0090989997,40.4410710003,-79.9998840001,40.446192,34196.0
15000US420034810001,-79.9851540041,40.4158849646,-79.9882339998,40.413938,-79.9817949996,40.4185100004,19808.0
15000US420034810002,-79.9841274602,40.4120501375,-79.9892200003,40.4078400003,-79.9808009997,40.4144399998,33074.0
15000US420034810003,-79.9884062849,40.4100338002,-79.9916350002,40.4068549999,-79.9845839997,40.4126910001,16350.0
15000US420034810004,-79.9851751237,40.4077981604,-79.9919080002,40.4057379996,-79.9810910004,40.4112429999,43233.0
15000US420030201003,-79.9991047338,40.4413687381,-80.0039830003,40.4390509998,-79.9949979997,40.443716,169485.0
15000US420030402002,-79.9626107338,40.4412437443,-79.9657570002,40.4376629996,-79.9574379997,40.4446629996,35563.0
15000US420030404001,-79.9483968993,40.4458364346,-79.9505880003,40.4444400001,-79.9463819997,40.4471150003,4221.0
15000US420030405001,-79.9542331927,40.440680485,-79.9591690003,40.4375249996,-79.9492440004,40.4431750002,16976.0
15000US420030405002,-79.9582155352,40.4382254291,-79.9620710002,40.4351240004,-79.9545319997,40.4412660003,16311.0
15000US420030510002,-79.9651192038,40.4459972746,-79.9718640003,40.442761,-79.9584739998,40.4490270003,28182.0
15000US420030511001,-79.9764620688,40.4416579039,-79.9796719998,40.4392140001,-79.9730199997,40.444438,9281.0
15000US420030603002,-79.9668985876,40.4666660736,-79.9739080002,40.4610119999,-79.9579610004,40.4728180003,44875.0
15000US420030605001,-79.9693662843,40.4570288266,-79.9749470004,40.452843,-79.9638159997,40.4610119999,26484.0
15000US420030605002,-79.9612809937,40.4586056042,-79.9660789997,40.4551910004,-79.9559359996,40.4608430002,50054.0
15000US420030703001,-79.9334901467,40.4527240099,-79.9359640004,40.4508770002,-79.9309789999,40.4547459996,48194.0
15000US420030703002,-79.9325807994,40.4502299829,-79.9355029999,40.4484000002,-79.9296459996,40.452062,47222.0
15000US420032602001,-80.013375337,40.4916278039,-80.018348,40.4830999996,-80.0076969998,40.4974470002,40577.0
15000US420032602002,-80.022847996,40.4903150286,-80.027808,40.4823370004,-80.0139339997,40.4967729997,42102.0
15000US420032602003,-80.0188640301,40.4933645995,-80.0222570004,40.489409,-80.0155929997,40.4977089997,51563.0
15000US420032607001,-80.0114062025,40.4837656489,-80.018348,40.476343,-80.0075080001,40.4895090001,32857.0
15000US420032607002,-80.0120484636,40.4793426103,-80.0158810004,40.4747700003,-80.0091999999,40.4842729997,51875.0
15000US420030409001,-79.9626927021,40.43550889,-79.9729160003,40.4298350002,-79.9564079998,40.4391309999,18201.0
15000US420030409002,-79.9556755287,40.4318349374,-79.9585270004,40.4279100004,-79.9531909999,40.4351240004,40903.0
15000US420030501001,-79.9675165172,40.450158297,-79.9711309998,40.4469909999,-79.9643360003,40.4531960001,28056.0
15000US420030406001,-79.9522852231,40.4367501589,-79.9564079998,40.4342220001,-79.9489529996,40.4413450004,21818.0
15000US420030501002,-79.972139244,40.4474811848,-79.9755500003,40.4443640002,-79.9674849998,40.4504929996,14231.0
15000US420030501003,-79.9776952801,40.4459723913,-79.9824290001,40.4428719997,-79.9733929998,40.4494089999,15595.0
15000US420030703003,-79.9374006747,40.450162722,-79.9409480001,40.4476859996,-79.9342050003,40.4531069996,90375.0
15000US420030705001,-79.9275189894,40.4551544807,-79.9303869996,40.4527520003,-79.925209,40.457191,57167.0
15000US420030705003,-79.9293780373,40.4574216478,-79.9340569997,40.4547459996,-79.9250430004,40.4599539997,51667.0
15000US420030706001,-79.9234925447,40.4546022248,-79.9253550004,40.4519320003,-79.9207120004,40.4573779996,65972.0
15000US420030706002,-79.9274584384,40.4519412316,-79.9309789999,40.4498270003,-79.9239709996,40.4541609996,39962.0
15000US420030708001,-79.9220091236,40.4584206372,-79.9251980004,40.4563519999,-79.9180689999,40.4606559997,52976.0
15000US420030708002,-79.9181946899,40.4551027171,-79.922577,40.4528939997,-79.9124240004,40.4579289998,51603.0
15000US420030709001,-79.937945641,40.4544391721,-79.9442719996,40.4513159997,-79.9325680003,40.4572619996,66354.0
15000US420030709002,-79.9473004206,40.4510923922,-79.9496880002,40.4479760004,-79.945023,40.4535789998,38523.0
15000US420030901001,-79.9598452754,40.4761724028,-79.9636989997,40.4687070004,-79.9556990004,40.4820549999,41875.0
15000US420030902001,-79.9592933636,40.4694751825,-79.9622900004,40.4662349997,-79.9564879999,40.4728180003,61157.0
15000US420030902002,-79.955579246,40.4692759242,-79.9588079999,40.4657980003,-79.9516960002,40.4738589997,52714.0
15000US420030903001,-79.9511016976,40.4645842416,-79.955184,40.462087,-79.9480680001,40.4661700003,34154.0
15000US420030903002,-79.9556127552,40.4640209692,-79.9579610004,40.4623830002,-79.9528900004,40.4656519998,27273.0
15000US420031016001,-79.9393306276,40.4703738397,-79.947382,40.4675100001,-79.9327869996,40.4730930003,19545.0
15000US420031017001,-79.9381923816,40.4664252404,-79.9411349997,40.4645300003,-79.9346170004,40.4684710003,44167.0
15000US420031017002,-79.943370041,40.4672423277,-79.9468079996,40.4647450003,-79.9402219998,40.4702860004,32000.0
15000US420031102002,-79.921309281,40.475778606,-79.9245550004,40.4736669998,-79.9178729998,40.4779670003,49286.0
15000US420031102003,-79.9261174139,40.4765112076,-79.928583,40.4715219998,-79.922382,40.4807679999,28973.0
15000US420031102004,-79.9227477256,40.4725674477,-79.9262769998,40.4696899999,-79.9191920004,40.4754209998,33019.0
15000US420031115004,-79.9188322259,40.4612537184,-79.9227229996,40.4574809998,-79.9156810004,40.46507,18088.0
15000US420031203001,-79.903847132,40.4704325803,-79.9088189996,40.4625960001,-79.8971110002,40.4762320003,28125.0
15000US420031203002,-79.9005375853,40.4667430125,-79.905219,40.4635340002,-79.8960469997,40.4700720004,26685.0
15000US420031204002,-79.9115639031,40.4666608849,-79.9160300003,40.4633269996,-79.908028,40.4702810002,11131.0
15000US420031207001,-79.9032329449,40.4609939336,-79.9080399996,40.4581069999,-79.8990270004,40.4642390003,24100.0
15000US420032615001,-80.0097285671,40.4733949703,-80.0135210004,40.4702139998,-80.0049970003,40.4767069997,21591.0
15000US420032620001,-79.9941704689,40.4632135261,-79.9998040001,40.4584690004,-79.9866640002,40.4666669999,26322.0
15000US420032620002,-79.9927122661,40.4677565087,-79.9960689996,40.4653690003,-79.9894920003,40.4701840002,12583.0
15000US420031005002,-79.9393683672,40.4781242252,-79.9444139998,40.4721659999,-79.9342879996,40.4820139998,40769.0
15000US420031011001,-79.9516902769,40.4796386786,-79.9548610004,40.477297,-79.9483489996,40.4823110001,37841.0
15000US420031011002,-79.9499576471,40.4851363971,-79.9606900003,40.4777950004,-79.9371559996,40.491067,35781.0
15000US420031005001,-79.9343044124,40.4760158765,-79.938255,40.4706370004,-79.9311939999,40.4813499998,42128.0
15000US420031014001,-79.9258657388,40.4877401288,-79.9380119996,40.4766010002,-79.9123119997,40.4916889999,42813.0
15000US420031014004,-79.9300798691,40.479917336,-79.9320200002,40.4764820001,-79.9278070002,40.4827949999,48750.0
15000US420031106003,-79.9181968441,40.4707046875,-79.9210250004,40.468581,-79.9154519997,40.4724890004,36122.0
15000US420031113001,-79.9294132962,40.4710475885,-79.9327869996,40.4687499997,-79.9262769998,40.473437,30341.0
15000US420031113002,-79.9238105795,40.4691148125,-79.9270549997,40.4659429998,-79.9210250004,40.4715219998,45625.0
15000US420031113003,-79.9256026674,40.4680245062,-79.9281230004,40.4662969999,-79.9230349996,40.4697649998,31354.0
15000US420031113004,-79.9196807093,40.4674207395,-79.9227629996,40.46507,-79.9160300003,40.4696899999,31023.0
15000US420031114001,-79.9302534584,40.467124938,-79.9324890003,40.4634930001,-79.9275170003,40.4702709997,23269.0
15000US420031114002,-79.9332757766,40.4669071001,-79.936441,40.4641249996,-79.9311630003,40.4706370004,18333.0
15000US420031115001,-79.9246302832,40.4652667511,-79.929401,40.4628710002,-79.919904,40.467723,17917.0
15000US420031115002,-79.9302786056,40.4613529127,-79.9342559999,40.4572619996,-79.9265950001,40.4656109997,28904.0
15000US420031115003,-79.9256130732,40.4616937518,-79.9293949997,40.4587580003,-79.9212980004,40.4645959997,
15000US420031207002,-79.9050701105,40.4569712996,-79.9096870001,40.4548790004,-79.9009360003,40.4591969998,17019.0
15000US420031208001,-79.9160491174,40.4644642481,-79.919904,40.4615260002,-79.9123010001,40.4670159998,16042.0
15000US420031208002,-79.9121393914,40.458980913,-79.9174120002,40.4540370002,-79.9055950002,40.4633269996,26776.0
15000US420031301001,-79.8838395809,40.4578346327,-79.8886080002,40.4550480001,-79.8776860001,40.4613310002,15556.0
15000US420031301002,-79.892149304,40.4610815087,-79.8975669996,40.4579099998,-79.8881230003,40.4638349997,32250.0
15000US420031301003,-79.8987904406,40.4613144819,-79.9011149996,40.4579059997,-79.8959689997,40.4646680003,11959.0
15000US420031302001,-79.8910865656,40.4577941321,-79.8941450001,40.4555269997,-79.887726,40.4606300003,22708.0
15000US420031303002,-79.8948055809,40.4526260734,-79.8988199998,40.4501679999,-79.8911090004,40.4546279996,55938.0
15000US420031405001,-79.8977298457,40.4500370797,-79.9037610002,40.4464940004,-79.8924310002,40.4535209998,32330.0
15000US420031405002,-79.9060600871,40.454151745,-79.9114179998,40.4516970002,-79.900911,40.4565649999,26818.0
15000US420031405003,-79.9073195617,40.4523867266,-79.9124240004,40.4499980001,-79.9023790003,40.4549150002,72554.0
15000US420031406001,-79.906488821,40.4479191866,-79.9114349997,40.44436,-79.9013159998,40.4514870004,109196.0
15000US420031406002,-79.8988009065,40.4451618501,-79.9033999997,40.4395569998,-79.8951620002,40.4491810002,57083.0
15000US420031404003,-79.9182173729,40.4492147932,-79.9215860002,40.4438509999,-79.9139299997,40.4536139996,123750.0
15000US420031408001,-79.9142907934,40.4322686434,-79.9211990003,40.4261219998,-79.9074640001,40.4380359998,80750.0
15000US420031414003,-79.9185733222,40.4266034259,-79.9238860001,40.4242580002,-79.9128179997,40.4291710001,119922.0
15000US420031303003,-79.8998749843,40.4556705744,-79.9054790003,40.4527189997,-79.8962979996,40.4584899996,11426.0
15000US420031304001,-79.8888770733,40.4543356986,-79.8926290003,40.4524699999,-79.885172,40.456393,23250.0
15000US420031304002,-79.8891632571,40.4508259148,-79.8928869996,40.4476590002,-79.8860160002,40.4531649996,26250.0
15000US420031304003,-79.8859783799,40.4496889854,-79.8881840004,40.4469069997,-79.8840870003,40.452823,28636.0
15000US420031306002,-79.8760659571,40.457122204,-79.8808660002,40.4518629998,-79.869102,40.4616070004,18542.0
15000US420031306003,-79.8715480547,40.4531812724,-79.8771420002,40.4493669998,-79.8657940003,40.4575300003,15610.0
15000US420031401001,-79.9352598926,40.4442956522,-79.9412569999,40.4405470004,-79.9302369998,40.4475339998,87019.0
15000US420031408002,-79.9190518277,40.4355759793,-79.923142,40.432288,-79.9136429999,40.4380559998,76635.0
15000US420031408003,-79.9212387046,40.4310414901,-79.9234849996,40.4291710001,-79.9181590004,40.4323619998,30096.0
15000US420031410001,-79.8976170831,40.4328898576,-79.9013680004,40.4264440003,-79.8921800003,40.4398309998,77054.0
15000US420031413001,-79.9284487772,40.4360169065,-79.9340369997,40.4334349998,-79.9228279999,40.4380739997,84167.0
15000US420031413002,-79.9298945046,40.4311147839,-79.9349460003,40.4281519999,-79.9234849996,40.4341189999,54286.0
15000US420031413003,-79.9253362612,40.432045345,-79.9276100001,40.4292720003,-79.9228330001,40.4347540004,38821.0
15000US420031516001,-79.9414142837,40.4231224229,-79.9446259997,40.418871,-79.9397670004,40.4279719997,57102.0
15000US420031516003,-79.9448461404,40.4227661522,-79.9481779998,40.420412,-79.9424730002,40.4253409998,52383.0
15000US420031403001,-79.9143737257,40.4443668202,-79.9177759999,40.4422859997,-79.9116499997,40.4467719997,93472.0
15000US420033001002,-79.9924607884,40.4165708194,-79.9972300001,40.4157249997,-79.9881070002,40.4173999996,33257.0
15000US420030705002,-79.9307305743,40.4539088833,-79.9325680003,40.452062,-79.9288210002,40.4561159999,48029.0
15000US420031303001,-79.8943066669,40.4552879612,-79.8975250004,40.4531649996,-79.8907439997,40.4573969996,15711.0
15000US420031807001,-80.0017532087,40.4265369058,-80.0053149997,40.4254979998,-79.9974460001,40.4278300004,44621.0
15000US420031517001,-79.9277766278,40.4228431703,-79.929967,40.418911,-79.9257319998,40.4269029999,64231.0
15000US420032022001,-80.0636128224,40.4524891638,-80.0721570001,40.4485449997,-80.0545229999,40.4573419997,50781.0
15000US420032815002,-80.0568585468,40.4407027806,-80.0612160001,40.437534,-80.0516280004,40.4439360002,51979.0
15000US420033001001,-79.9927415514,40.41782728,-79.9972809997,40.4171459996,-79.9881810001,40.4185759999,46987.0
15000US420031102001,-79.9195862284,40.4780209135,-79.9233020002,40.475913,-79.9161749998,40.4798000003,50944.0
15000US420032904001,-79.9898590416,40.3897447902,-79.9935050001,40.3858600002,-79.9853970003,40.3934529997,57440.0
15000US420032904002,-79.9814708969,40.3877403513,-79.9883050004,40.3841430002,-79.9764719997,40.3933369997,25000.0
15000US420032904005,-79.9803182027,40.3823902247,-79.9855649999,40.3794349998,-79.9761419998,40.3844720001,52679.0
15000US420033001003,-79.99281958,40.4148090075,-79.9971879999,40.4132289997,-79.9880389998,40.4160910004,14773.0
15000US420033102003,-79.9108798906,40.365681894,-79.9174779996,40.3615659996,-79.9049439999,40.3687859998,53875.0
15000US420033102004,-79.9191878187,40.3745284504,-79.926827,40.3691139996,-79.9121529996,40.380277,55425.0
15000US420033102005,-79.9180461792,40.3677083175,-79.9223500004,40.3653610001,-79.9113680002,40.3701679997,46830.0
15000US420031106001,-79.9137517053,40.4715281719,-79.9169480003,40.4670159998,-79.9108149999,40.4754759996,57037.0
15000US420031920005,-80.0236009276,40.4084165948,-80.0282230003,40.4057819998,-80.019733,40.4106630001,37292.0
15000US420030404002,-79.9499620404,40.4482621451,-79.9527239999,40.4464759996,-79.9468669996,40.4503920003,32500.0
15000US420031915001,-80.0118263998,40.4191681636,-80.0195939999,40.413079,-80.0023679996,40.424234,31068.0
15000US420031916001,-80.0243312876,40.4220025733,-80.0310389998,40.4159169996,-80.0156790001,40.4300759996,43111.0
15000US420032022002,-80.0624096288,40.45513869,-80.0659550001,40.4534360004,-80.0582599996,40.4579429996,28309.0
15000US420032023001,-80.0358237364,40.4184700971,-80.0437250002,40.41345,-80.0295880003,40.4249149999,55278.0
15000US420032023002,-80.0455085414,40.402973353,-80.0512019997,40.3990410001,-80.0398179999,40.4077800002,68705.0
15000US420032023003,-80.0411137737,40.4076057559,-80.0475989999,40.4012789999,-80.0332890001,40.4140519999,64018.0
15000US420032107001,-80.0236489921,40.4531526024,-80.028568,40.4504140004,-80.0188970001,40.4561220001,27045.0
15000US420033001004,-79.9929407364,40.4128573836,-79.9970469997,40.4113910004,-79.9880389998,40.4144340004,25987.0
15000US420032206001,-80.0138113298,40.4553042336,-80.0201090002,40.4531020003,-80.0076300003,40.4574989998,40184.0
15000US420032206002,-80.0051518373,40.4572532585,-80.0083340004,40.4552719996,-80.0015670004,40.4590730004,29063.0
15000US420031014003,-79.9299710667,40.4750332756,-79.9319159999,40.4723179997,-79.9281230004,40.4774010003,43636.0
15000US420032703002,-80.0397176789,40.4769108615,-80.0430329998,40.4717699996,-80.0365280002,40.4804899997,41875.0
15000US420031302002,-79.8955903378,40.4594767575,-79.8985279999,40.4569,-79.8925929996,40.4620819998,40417.0
15000US420031916003,-80.0199013653,40.4112353214,-80.0230160003,40.4084489996,-80.0155369998,40.4140669997,38571.0
15000US420031920004,-80.0296715855,40.4008909914,-80.0320159998,40.397205,-80.0262340003,40.4039340001,33750.0
15000US420031702002,-79.9805500138,40.4315312048,-79.9890709997,40.4285060001,-79.9735020003,40.4343689997,56151.0
15000US420031517002,-79.9345289526,40.4272638835,-79.9397879996,40.4240759999,-79.9267599996,40.4290089999,84471.0
15000US420039803001,-79.9057228564,40.432550423,-79.9153339997,40.4260760004,-79.8986720002,40.4395159997,
15000US420031014002,-79.9284287173,40.4844952351,-79.9306839998,40.4822859998,-79.9258170002,40.4869229996,66000.0
15000US420031918003,-80.0171434331,40.389530111,-80.021313,40.3863139996,-80.0130100002,40.3921560001,29627.0
15000US420035630002,-80.0778299519,40.4597668019,-80.0842510003,40.4561349998,-80.0730629997,40.4647489996,45987.0
15000US420032704001,-80.0285113052,40.4653995192,-80.033619,40.462125,-80.0227070004,40.4689790004,35703.0
15000US420032022003,-80.0647449162,40.4580322093,-80.067455,40.4544349997,-80.0618919998,40.4606850001,47788.0
15000US420032814002,-80.0501942032,40.4462505021,-80.0609349998,40.4410920004,-80.0416109998,40.451536,24464.0
15000US420035627002,-80.0067308679,40.452742156,-80.0145680001,40.4494380004,-80.0009059996,40.4562190001,21947.0
15000US420030402001,-79.969543236,40.4391408976,-79.9775449997,40.4364500004,-79.9653359997,40.4433769996,16950.0
15000US420039812001,-80.0108009243,40.4464563785,-80.0180679996,40.442975,-80.0033439996,40.4499529998,
